"PITTagID","FishGutID","TripID","Region","Reach","RiverMile","Date","Time","Site","FishSpeciesID","ForkLength","Weight","FlagStrange","FlagDelete","EntererSample","Processor","ProcessDate","ProcessTime","QAQC","Checker","EntererSpecimen","Notes"
"000.20130112KA","2013-01-12_20:40:00","GC20130110","GrandCanyon","CRGrandCanyon",18.24,"01/12/2013","20:40:00","816","RBT",141,36.6,0,0,,"SmithJ","02/28/2013",0.58,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130113AA","2013-01-13_19:06:00","GC20130110","GrandCanyon","CRGrandCanyon",17.80,"01/13/2013","19:06:00","813","RBT",301,220,0,0,,"SmithJ","02/19/2013",0.42,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130113BA","2013-01-13_19:09:00","GC20130110","GrandCanyon","CRGrandCanyon",17.80,"01/13/2013","19:09:00","813","RBT",215,,0,0,,"SmithJ","02/25/2013",0.75,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130113CA","2013-01-13_19:12:00","GC20130110","GrandCanyon","CRGrandCanyon",17.80,"01/13/2013","19:12:00","813","RBT",98,,0,0,,"SmithJ","02/19/2013",0.25,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130113DA","2013-01-13_19:14:00","GC20130110","GrandCanyon","CRGrandCanyon",17.80,"01/13/2013","19:14:00","813","RBT",244,130,0,0,,"SmithJ","02/22/2013",1,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130113EA","2013-01-13_19:16:00","GC20130110","GrandCanyon","CRGrandCanyon",17.80,"01/13/2013","19:16:00","813","RBT",188,77,0,0,,"SmithJ","02/27/2013",0.5,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130113FA","2013-01-13_19:20:00","GC20130110","GrandCanyon","CRGrandCanyon",17.80,"01/13/2013","19:20:00","813","RBT",95,9.7,0,0,,"SmithJ","02/22/2013",0.5,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130113GA","2013-01-13_19:28:00","GC20130110","GrandCanyon","CRGrandCanyon",18.26,"01/13/2013","19:28:00","240","RBT",210,90,0,0,,"SmithJ","02/22/2013",0.5,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130113HA","2013-01-13_19:30:00","GC20130110","GrandCanyon","CRGrandCanyon",18.26,"01/13/2013","19:30:00","240","RBT",323,,0,0,,"SmithJ","02/14/2013",0.42,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130113IA","2013-01-13_19:32:00","GC20130110","GrandCanyon","CRGrandCanyon",18.26,"01/13/2013","19:32:00","240","RBT",191,60,0,0,,"SmithJ","03/01/2013",0.5,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130113JA","2013-01-13_19:33:00","GC20130110","GrandCanyon","CRGrandCanyon",18.26,"01/13/2013","19:33:00","240","RBT",99,12,0,0,,"SmithJ","03/12/2013",0.25,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130114AA","2013-01-14_19:28:00","GC20130110","GrandCanyon","CRGrandCanyon",39.19,"01/14/2013","19:28:00","963","RBT",171,48,0,0,,"SmithJ","03/04/2013",0.17,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130114BA","2013-01-14_19:30:00","GC20130110","GrandCanyon","CRGrandCanyon",39.19,"01/14/2013","19:30:00","963","RBT",188,61,0,0,,"SmithJ","03/12/2013",0.67,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130114CA","2013-01-14_19:31:00","GC20130110","GrandCanyon","CRGrandCanyon",39.19,"01/14/2013","19:31:00","963","RBT",215,100,0,0,,"SmithJ","02/27/2013",1,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130114DA","2013-01-14_19:33:00","GC20130110","GrandCanyon","CRGrandCanyon",39.19,"01/14/2013","19:33:00","963","RBT",78,6.2,0,0,,"SmithJ","03/12/2013",0.25,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130114EA","2013-01-14_19:34:00","GC20130110","GrandCanyon","CRGrandCanyon",39.19,"01/14/2013","19:34:00","963","RBT",195,73,0,0,,"SmithJ","02/27/2013",0.5,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130114FA","2013-01-14_19:37:00","GC20130110","GrandCanyon","CRGrandCanyon",39.19,"01/14/2013","19:37:00","963","RBT",318,218,0,0,,"SmithJ","02/25/2013",0.67,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130114GA","2013-01-14_19:39:00","GC20130110","GrandCanyon","CRGrandCanyon",39.19,"01/14/2013","19:39:00","963","RBT",317,292,0,0,,"SmithJ","02/22/2013",1,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130114HA","2013-01-14_19:41:00","GC20130110","GrandCanyon","CRGrandCanyon",39.19,"01/14/2013","19:41:00","963","RBT",292,202,0,0,,"SmithJ","03/01/2013",0.67,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130114IA","2013-01-14_19:42:00","GC20130110","GrandCanyon","CRGrandCanyon",39.19,"01/14/2013","19:42:00","963","RBT",311,306,0,0,,"SmithJ","02/20/2013",1.33,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130114JA","2013-01-14_20:02:00","GC20130110","GrandCanyon","CRGrandCanyon",39.45,"01/14/2013","20:02:00","388","RBT",291,247,0,0,,"SmithJ","02/25/2013",0.75,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130114KA","2013-01-14_20:11:00","GC20130110","GrandCanyon","CRGrandCanyon",39.45,"01/14/2013","20:11:00","388","RBT",280,211,0,0,,"SmithJ","02/15/2013",0.5,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130115AA","2013-01-15_18:52:00","GC20130110","GrandCanyon","CRGrandCanyon",39.45,"01/15/2013","18:52:00","388","RBT",262,180,0,0,,"SmithJ","02/27/2013",0.75,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130115BA","2013-01-15_18:54:00","GC20130110","GrandCanyon","CRGrandCanyon",39.45,"01/15/2013","18:54:00","388","RBT",279,230,0,0,,"SmithJ","03/04/2013",0.33,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130115CA","2013-01-15_19:00:00","GC20130110","GrandCanyon","CRGrandCanyon",39.45,"01/15/2013","19:00:00","388","RBT",233,116,0,0,,"SmithJ","02/19/2013",0.5,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130115DA","2013-01-15_19:01:00","GC20130110","GrandCanyon","CRGrandCanyon",39.45,"01/15/2013","19:01:00","388","RBT",289,218,0,0,,"SmithJ","02/20/2013",0.33,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130115EA","2013-01-15_19:04:00","GC20130110","GrandCanyon","CRGrandCanyon",39.45,"01/15/2013","19:04:00","388","RBT",240,155,0,0,,"SmithJ","02/25/2013",0.5,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130115FA","2013-01-15_19:07:00","GC20130110","GrandCanyon","CRGrandCanyon",39.45,"01/15/2013","19:07:00","388","RBT",219,94,0,0,,"SmithJ","02/27/2013",0.67,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130115GA","2013-01-15_19:08:00","GC20130110","GrandCanyon","CRGrandCanyon",39.45,"01/15/2013","19:08:00","388","RBT",213,96,0,0,,"SmithJ","02/27/2013",0.5,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130115HA","2013-01-15_19:12:00","GC20130110","GrandCanyon","CRGrandCanyon",39.45,"01/15/2013","19:12:00","388","RBT",195,77,0,0,,"SmithJ","03/12/2013",0.42,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130115IA","2013-01-15_19:15:00","GC20130110","GrandCanyon","CRGrandCanyon",39.33,"01/15/2013","19:15:00","964","RBT",295,256,0,0,,"SmithJ","03/01/2013",0.42,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130115JA","2013-01-15_19:16:00","GC20130110","GrandCanyon","CRGrandCanyon",39.33,"01/15/2013","19:16:00","964","RBT",315,294,0,0,,"SmithJ","03/18/2013",0.33,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130117AA","2013-01-17_23:34:00","GC20130110","GrandCanyon","CRGrandCanyon",63.58,"01/17/2013","23:34:00","1139","BNT",254,165,0,0,,"SmithJ","02/12/2013",0.17,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130121AA","2013-01-21_18:34:00","GC20130110","GrandCanyon","CRGrandCanyon",64.27,"01/21/2013","18:34:00","546","RBT",269,186,0,0,,"SmithJ","02/15/2013",1.33,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130121BA","2013-01-21_18:35:00","GC20130110","GrandCanyon","CRGrandCanyon",64.27,"01/21/2013","18:35:00","546","RBT",323,306,0,0,,"SmithJ","03/04/2013",0.17,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130121CA","2013-01-21_18:37:00","GC20130110","GrandCanyon","CRGrandCanyon",64.27,"01/21/2013","18:37:00","546","RBT",305,237,0,0,,"SmithJ","02/15/2013",0.5,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130121DA","2013-01-21_18:39:00","GC20130110","GrandCanyon","CRGrandCanyon",64.27,"01/21/2013","18:39:00","546","RBT",264,146,0,0,,"SmithJ","02/26/2013",0.75,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130121EA","2013-01-21_18:40:00","GC20130110","GrandCanyon","CRGrandCanyon",64.27,"01/21/2013","18:40:00","546","RBT",282,211,0,0,,"SmithJ","02/19/2013",0.67,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130121FA","2013-01-21_18:42:00","GC20130110","GrandCanyon","CRGrandCanyon",64.27,"01/21/2013","18:42:00","546","RBT",305,240,0,0,,"SmithJ","02/25/2013",0.08,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130121GA","2013-01-21_18:43:00","GC20130110","GrandCanyon","CRGrandCanyon",64.27,"01/21/2013","18:43:00","546","RBT",318,263,0,0,,"SmithJ","02/25/2013",0.75,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130121HA","2013-01-21_18:44:00","GC20130110","GrandCanyon","CRGrandCanyon",64.27,"01/21/2013","18:44:00","546","RBT",220,121,0,0,,"SmithJ","02/15/2013",0.5,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130121IA","2013-01-21_18:45:00","GC20130110","GrandCanyon","CRGrandCanyon",64.27,"01/21/2013","18:45:00","546","RBT",290,215,0,0,,"SmithJ","02/15/2013",0.33,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130121JA","2013-01-21_18:47:00","GC20130110","GrandCanyon","CRGrandCanyon",64.27,"01/21/2013","18:47:00","546","RBT",345,346,0,0,,"SmithJ","03/04/2013",1.75,0,,,"Cabbage? SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130121KA","2013-01-21_18:50:00","GC20130110","GrandCanyon","CRGrandCanyon",64.27,"01/21/2013","18:50:00","546","RBT",295,259,0,0,,"SmithJ","02/19/2013",0.5,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130121LA","2013-01-21_19:05:00","GC20130110","GrandCanyon","CRGrandCanyon",64.27,"01/21/2013","19:05:00","546","RBT",280,205,0,0,,"SmithJ","02/26/2013",0.33,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130121MA","2013-01-21_20:22:00","GC20130110","GrandCanyon","CRGrandCanyon",63.66,"01/21/2013","20:22:00","499","STB",133,24.4,0,0,,"SmithJ","02/13/2013",0.08,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130122AA","2013-01-22_19:06:00","GC20130110","GrandCanyon","CRGrandCanyon",,"01/22/2013","19:06:00",,"RBT",222,99,0,0,,"SmithJ","03/08/2013",0.75,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130122BA","2013-01-22_19:13:00","GC20130110","GrandCanyon","CRGrandCanyon",,"01/22/2013","19:13:00",,"RBT",324,357,0,0,,"SmithJ","03/06/2013",1.5,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130122CA","2013-01-22_19:14:00","GC20130110","GrandCanyon","CRGrandCanyon",,"01/22/2013","19:14:00",,"RBT",285,247,0,0,,"SmithJ","03/05/2013",1.75,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130122DA","2013-01-22_19:16:00","GC20130110","GrandCanyon","CRGrandCanyon",,"01/22/2013","19:16:00",,"RBT",232,118,0,0,,"SmithJ","03/05/2013",1,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130122EA","2013-01-22_19:17:00","GC20130110","GrandCanyon","CRGrandCanyon",,"01/22/2013","19:17:00",,"RBT",124,21.2,0,0,,"SmithJ","03/04/2013",0.33,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130122FA","2013-01-22_19:22:00","GC20130110","GrandCanyon","CRGrandCanyon",,"01/22/2013","19:22:00",,"RBT",289,241,0,0,,"SmithJ","03/06/2013",0.67,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130122GA","2013-01-22_19:23:00","GC20130110","GrandCanyon","CRGrandCanyon",,"01/22/2013","19:23:00",,"RBT",108,14.2,0,0,,"SmithJ","03/05/2013",0.42,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130122HA","2013-01-22_19:24:00","GC20130110","GrandCanyon","CRGrandCanyon",,"01/22/2013","19:24:00",,"RBT",120,18.8,0,0,,"SmithJ","03/05/2013",0.25,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130122IA","2013-01-22_19:25:00","GC20130110","GrandCanyon","CRGrandCanyon",,"01/22/2013","19:25:00",,"RBT",132,27.4,0,0,,"SmithJ","02/14/2013",0.5,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130122JA","2013-01-22_19:27:00","GC20130110","GrandCanyon","CRGrandCanyon",,"01/22/2013","19:27:00",,"RBT",116,16.5,0,0,,"SmithJ","03/12/2013",0.25,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130122KA","2013-01-22_19:28:00","GC20130110","GrandCanyon","CRGrandCanyon",,"01/22/2013","19:28:00",,"RBT",106,13.1,0,0,,"SmithJ","03/12/2013",0.25,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130122LA","2013-01-22_19:29:00","GC20130110","GrandCanyon","CRGrandCanyon",,"01/22/2013","19:29:00",,"RBT",69,4.1,0,0,,"SmithJ","03/06/2013",0.5,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130122MA","2013-01-22_19:30:00","GC20130110","GrandCanyon","CRGrandCanyon",,"01/22/2013","19:30:00",,"RBT",80,5.8,0,0,,"SmithJ","03/05/2013",0.33,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130123AA","2013-01-23_18:34:00","GC20130110","GrandCanyon","CRGrandCanyon",,"01/23/2013","18:34:00","1134","RBT",235,104,0,0,,"SmithJ","03/15/2013",0.5,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130123BA","2013-01-23_18:37:00","GC20130110","GrandCanyon","CRGrandCanyon",63.45,"01/23/2013","18:37:00","1134","RBT",292,234,0,0,,"SmithJ","02/25/2013",0.67,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130123CA","2013-01-23_18:38:00","GC20130110","GrandCanyon","CRGrandCanyon",,"01/23/2013","18:38:00","1134","RBT",287,265,0,0,,"SmithJ","03/13/2013",0.5,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130123DA","2013-01-23_18:39:00","GC20130110","GrandCanyon","CRGrandCanyon",,"01/23/2013","18:39:00","1134","RBT",264,187,0,0,,"SmithJ","03/15/2013",0.67,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130123EA","2013-01-23_18:40:00","GC20130110","GrandCanyon","CRGrandCanyon",63.45,"01/23/2013","18:40:00","1134","RBT",305,265,0,0,,"SmithJ","02/27/2013",1,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130123FA","2013-01-23_18:41:00","GC20130110","GrandCanyon","CRGrandCanyon",63.45,"01/23/2013","18:41:00","1134","RBT",246,135,0,0,,"SmithJ","02/20/2013",0.33,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130123GA","2013-01-23_18:42:00","GC20130110","GrandCanyon","CRGrandCanyon",63.45,"01/23/2013","18:42:00","1134","RBT",290,178,0,0,,"SmithJ","03/01/2013",0.67,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130123HA","2013-01-23_18:43:00","GC20130110","GrandCanyon","CRGrandCanyon",63.45,"01/23/2013","18:43:00","1134","RBT",310,252,0,0,,"SmithJ","03/12/2013",0.5,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130123IA","2013-01-23_18:44:00","GC20130110","GrandCanyon","CRGrandCanyon",63.45,"01/23/2013","18:44:00","1134","RBT",301,228,0,0,,"SmithJ","02/26/2013",1.5,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130123JA","2013-01-23_18:46:00","GC20130110","GrandCanyon","CRGrandCanyon",63.45,"01/23/2013","18:46:00","1134","RBT",310,325,0,0,,"SmithJ","02/28/2013",0.67,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130124AA","2013-01-24_18:08:00","GC20130110","GrandCanyon","CRGrandCanyon",63.45,"01/24/2013","18:08:00","137","RBT",308,323,0,0,,"SmithJ","03/15/2013",0.5,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130124BA","2013-01-24_18:09:00","GC20130110","GrandCanyon","CRGrandCanyon",63.45,"01/24/2013","18:09:00","137","RBT",329,371,0,0,,"SmithJ","02/20/2013",1.33,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130124CA","2013-01-24_18:10:00","GC20130110","GrandCanyon","CRGrandCanyon",63.45,"01/24/2013","18:10:00","137","RBT",285,237,0,0,,"SmithJ","02/28/2013",1.5,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130124DA","2013-01-24_18:11:00","GC20130110","GrandCanyon","CRGrandCanyon",63.45,"01/24/2013","18:11:00","137","RBT",317,320,0,0,,"SmithJ","03/12/2013",1.25,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130124EA","2013-01-24_18:12:00","GC20130110","GrandCanyon","CRGrandCanyon",63.45,"01/24/2013","18:12:00","137","RBT",258,197,0,0,,"SmithJ","02/22/2013",1.5,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130124FA","2013-01-24_18:13:00","GC20130110","GrandCanyon","CRGrandCanyon",63.45,"01/24/2013","18:13:00","137","RBT",289,217,0,0,,"SmithJ","02/28/2013",1.5,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130124GA","2013-01-24_18:52:00","GC20130110","GrandCanyon","CRGrandCanyon",64.39,"01/24/2013","18:52:00","205","RBT",246,121,0,0,,"SmithJ","02/28/2013",1.25,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130124HA","2013-01-24_19:44:00","GC20130110","GrandCanyon","CRGrandCanyon",64.53,"01/24/2013","19:44:00","565","RBT",256,148,0,0,,"SmithJ","03/05/2013",0.75,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130124IA","2013-01-24_19:46:00","GC20130110","GrandCanyon","CRGrandCanyon",64.53,"01/24/2013","19:46:00","565","RBT",260,142,0,0,,"SmithJ","03/04/2013",0.5,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130124JA","2013-01-24_20:22:00","GC20130110","GrandCanyon","CRGrandCanyon",64.62,"01/24/2013","20:22:00","571","RBT",225,94,0,0,,"SmithJ","03/05/2013",1,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
