"BarcodeID","TripID","Region","Reach","RiverMile","Bank","Date","Collector","Orientation","TimeElapsed","FlagStrange","FlagDelete","EntererSample","Processor","ProcessDate","ProcessTime","QAQC","Checker","EntererSpecimen","Notes"
"S01896","LF20140319","GrandCanyon","CRLeesFerry",-10.00,"LB","03/19/2014",,"US",1,0,0,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's insecticide experiment. Un-sprayed control."
"S01897","LF20140319","GrandCanyon","CRLeesFerry",-10.00,"LB","03/19/2014",,"DS",1,0,0,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's insecticide experiment. Un-sprayed control."
"S01898","LF20140319","GrandCanyon","CRLeesFerry",-10.00,"LB","03/19/2014",,"Land",1,0,0,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's insecticide experiment. Un-sprayed control."
"S01899","LF20140319","GrandCanyon","CRLeesFerry",-10.00,"LB","03/19/2014",,"Water",1,0,0,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's insecticide experiment. Un-sprayed control."
"S01900","LF20140319","GrandCanyon","CRLeesFerry",-10.00,"LB","03/19/2014",,"US",1,1,1,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's insecticide experiment. Permethrin insecticide-sprayed treatment."
"S01901","LF20140319","GrandCanyon","CRLeesFerry",-10.00,"LB","03/19/2014",,"DS",1,1,1,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's insecticide experiment. Permethrin insecticide-sprayed treatment."
"S01902","LF20140319","GrandCanyon","CRLeesFerry",-10.00,"LB","03/19/2014",,"Land",1,1,1,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's insecticide experiment. Permethrin insecticide-sprayed treatment."
"S01903","LF20140319","GrandCanyon","CRLeesFerry",-10.00,"LB","03/19/2014",,"Water",1,1,1,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's insecticide experiment. Permethrin insecticide-sprayed treatment."
"S01904","LF20140319","GrandCanyon","CRLeesFerry",-9.00,"RB","03/19/2014",,"US",1,0,0,"MuehlbauerJ",,,,0,,,
"S01905","LF20140319","GrandCanyon","CRLeesFerry",-9.00,"RB","03/19/2014",,"DS",1,0,0,"MuehlbauerJ",,,,0,,,
"S01906","LF20140319","GrandCanyon","CRLeesFerry",-9.00,"RB","03/19/2014",,"Land",1,0,0,"MuehlbauerJ",,,,0,,,
"S01907","LF20140319","GrandCanyon","CRLeesFerry",-9.00,"RB","03/19/2014",,"Water",1,0,0,"MuehlbauerJ",,,,0,,,
"S01908","LF20140319","GrandCanyon","CRLeesFerry",-9.00,"LB","03/19/2014",,"US",1,0,0,"MuehlbauerJ",,,,0,,,
"S01909","LF20140319","GrandCanyon","CRLeesFerry",-9.00,"LB","03/19/2014",,"DS",1,0,0,"MuehlbauerJ",,,,0,,,
"S01910","LF20140319","GrandCanyon","CRLeesFerry",-9.00,"LB","03/19/2014",,"Land",1,0,0,"MuehlbauerJ",,,,0,,,
"S01911","LF20140319","GrandCanyon","CRLeesFerry",-9.00,"LB","03/19/2014",,"Water",1,0,0,"MuehlbauerJ",,,,0,,,
"S01912","LF20140319","GrandCanyon","CRLeesFerry",-8.00,"RB","03/19/2014",,"US",1,0,0,"MuehlbauerJ",,,,0,,,
"S01913","LF20140319","GrandCanyon","CRLeesFerry",-8.00,"RB","03/19/2014",,"DS",1,0,0,"MuehlbauerJ",,,,0,,,
"S01914","LF20140319","GrandCanyon","CRLeesFerry",-8.00,"RB","03/19/2014",,"Land",1,0,0,"MuehlbauerJ",,,,0,,,
"S01915","LF20140319","GrandCanyon","CRLeesFerry",-8.00,"RB","03/19/2014",,"Water",1,0,0,"MuehlbauerJ",,,,0,,,
"S01916","LF20140319","GrandCanyon","CRLeesFerry",-8.00,"LB","03/19/2014",,"US",1,0,0,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's insecticide experiment. Un-sprayed control."
"S01917","LF20140319","GrandCanyon","CRLeesFerry",-8.00,"LB","03/19/2014",,"DS",1,0,0,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's insecticide experiment. Un-sprayed control."
"S01918","LF20140319","GrandCanyon","CRLeesFerry",-8.00,"LB","03/19/2014",,"Land",1,0,0,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's insecticide experiment. Un-sprayed control."
"S01919","LF20140319","GrandCanyon","CRLeesFerry",-8.00,"LB","03/19/2014",,"Water",1,0,0,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's insecticide experiment. Un-sprayed control."
"S01920","LF20140319","GrandCanyon","CRLeesFerry",-8.00,"LB","03/19/2014",,"US",1,1,1,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's insecticide experiment. Permethrin insecticide-sprayed treatment."
"S01921","LF20140319","GrandCanyon","CRLeesFerry",-8.00,"LB","03/19/2014",,"DS",1,1,1,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's insecticide experiment. Permethrin insecticide-sprayed treatment."
"S01922","LF20140319","GrandCanyon","CRLeesFerry",-8.00,"LB","03/19/2014",,"Land",1,1,1,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's insecticide experiment. Permethrin insecticide-sprayed treatment."
"S01923","LF20140319","GrandCanyon","CRLeesFerry",-8.00,"LB","03/19/2014",,"Water",1,1,1,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's insecticide experiment. Permethrin insecticide-sprayed treatment."
"S01924","LF20140319","GrandCanyon","CRLeesFerry",-7.20,"RB","03/19/2014",,"US",1,0,0,"MuehlbauerJ",,,,0,,,
"S01925","LF20140319","GrandCanyon","CRLeesFerry",-7.20,"RB","03/19/2014",,"DS",1,0,0,"MuehlbauerJ",,,,0,,,
"S01926","LF20140319","GrandCanyon","CRLeesFerry",-7.20,"RB","03/19/2014",,"Land",1,0,0,"MuehlbauerJ",,,,0,,,
"S01927","LF20140319","GrandCanyon","CRLeesFerry",-7.20,"RB","03/19/2014",,"Water",1,0,0,"MuehlbauerJ",,,,0,,,
"S01928","LF20140319","GrandCanyon","CRLeesFerry",-7.20,"LB","03/19/2014",,"US",1,0,0,"MuehlbauerJ",,,,0,,,
"S01929","LF20140319","GrandCanyon","CRLeesFerry",-7.20,"LB","03/19/2014",,"DS",1,0,0,"MuehlbauerJ",,,,0,,,
"S01930","LF20140319","GrandCanyon","CRLeesFerry",-7.20,"LB","03/19/2014",,"Land",1,0,0,"MuehlbauerJ",,,,0,,,
"S01931","LF20140319","GrandCanyon","CRLeesFerry",-7.20,"LB","03/19/2014",,"Water",1,0,0,"MuehlbauerJ",,,,0,,,
"S01932","LF20140319","GrandCanyon","CRLeesFerry",-6.00,"RB","03/19/2014",,"US",1,0,0,"MuehlbauerJ",,,,0,,,
"S01933","LF20140319","GrandCanyon","CRLeesFerry",-6.00,"RB","03/19/2014",,"DS",1,0,0,"MuehlbauerJ",,,,0,,,
"S01934","LF20140319","GrandCanyon","CRLeesFerry",-6.00,"RB","03/19/2014",,"Land",1,0,0,"MuehlbauerJ",,,,0,,,
"S01935","LF20140319","GrandCanyon","CRLeesFerry",-6.00,"RB","03/19/2014",,"Water",1,0,0,"MuehlbauerJ",,,,0,,,
"S01936","LF20140319","GrandCanyon","CRLeesFerry",-6.00,"LB","03/19/2014",,"US",1,0,0,"MuehlbauerJ",,,,0,,,
"S01937","LF20140319","GrandCanyon","CRLeesFerry",-6.00,"LB","03/19/2014",,"DS",1,0,0,"MuehlbauerJ",,,,0,,,
"S01938","LF20140319","GrandCanyon","CRLeesFerry",-6.00,"LB","03/19/2014",,"Land",1,0,0,"MuehlbauerJ",,,,0,,,
"S01939","LF20140319","GrandCanyon","CRLeesFerry",-6.00,"LB","03/19/2014",,"Water",1,0,0,"MuehlbauerJ",,,,0,,,
"S01940","LF20140319","GrandCanyon","CRLeesFerry",-4.90,"RB","03/19/2014",,"US",1,0,0,"MuehlbauerJ",,,,0,,,
"S01941","LF20140319","GrandCanyon","CRLeesFerry",-4.90,"RB","03/19/2014",,"DS",1,0,0,"MuehlbauerJ",,,,0,,,
"S01942","LF20140319","GrandCanyon","CRLeesFerry",-4.90,"RB","03/19/2014",,"Land",1,0,0,"MuehlbauerJ",,,,0,,,
"S01943","LF20140319","GrandCanyon","CRLeesFerry",-4.90,"RB","03/19/2014",,"Water",1,0,0,"MuehlbauerJ",,,,0,,,
"S01944","LF20140319","GrandCanyon","CRLeesFerry",-4.90,"LB","03/19/2014",,"US",1,0,0,"MuehlbauerJ",,,,0,,,
"S01945","LF20140319","GrandCanyon","CRLeesFerry",-4.90,"LB","03/19/2014",,"DS",1,0,0,"MuehlbauerJ",,,,0,,,
"S01946","LF20140319","GrandCanyon","CRLeesFerry",-4.90,"LB","03/19/2014",,"Land",1,0,0,"MuehlbauerJ",,,,0,,,
"S01947","LF20140319","GrandCanyon","CRLeesFerry",-4.90,"LB","03/19/2014",,"Water",1,0,0,"MuehlbauerJ",,,,0,,,
"S01948","LF20140319","GrandCanyon","CRLeesFerry",-4.00,"RB","03/19/2014",,"US",1,0,0,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's trap location experiment. Control 1. Paired with Control 2 on opposite end of same sand bar/location."
"S01949","LF20140319","GrandCanyon","CRLeesFerry",-4.00,"RB","03/19/2014",,"DS",1,0,0,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's trap location experiment. Control 1. Paired with Control 2 on opposite end of same sand bar/location."
"S01950","LF20140319","GrandCanyon","CRLeesFerry",-4.00,"RB","03/19/2014",,"Land",1,0,0,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's trap location experiment. Control 1. Paired with Control 2 on opposite end of same sand bar/location."
"S01951","LF20140319","GrandCanyon","CRLeesFerry",-4.00,"RB","03/19/2014",,"Water",1,0,0,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's trap location experiment. Control 1. Paired with Control 2 on opposite end of same sand bar/location."
"S01952","LF20140319","GrandCanyon","CRLeesFerry",-4.00,"RB","03/19/2014",,"US",1,0,0,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's trap location experiment. Control 2. Paired with Control 1 on opposite end of same sand bar/location."
"S01953","LF20140319","GrandCanyon","CRLeesFerry",-4.00,"RB","03/19/2014",,"DS",1,0,0,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's trap location experiment. Control 2. Paired with Control 1 on opposite end of same sand bar/location."
"S01954","LF20140319","GrandCanyon","CRLeesFerry",-4.00,"RB","03/19/2014",,"Land",1,0,0,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's trap location experiment. Control 2. Paired with Control 1 on opposite end of same sand bar/location."
"S01955","LF20140319","GrandCanyon","CRLeesFerry",-4.00,"RB","03/19/2014",,"Water",1,0,0,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's trap location experiment. Control 2. Paired with Control 1 on opposite end of same sand bar/location."
"S01956","LF20140319","GrandCanyon","CRLeesFerry",-4.00,"LB","03/19/2014",,"US",1,0,0,"MuehlbauerJ",,,,0,,,
"S01957","LF20140319","GrandCanyon","CRLeesFerry",-4.00,"LB","03/19/2014",,"DS",1,0,0,"MuehlbauerJ",,,,0,,,
"S01958","LF20140319","GrandCanyon","CRLeesFerry",-4.00,"LB","03/19/2014",,"Land",1,0,0,"MuehlbauerJ",,,,0,,,
"S01959","LF20140319","GrandCanyon","CRLeesFerry",-4.00,"LB","03/19/2014",,"Water",1,0,0,"MuehlbauerJ",,,,0,,,
"S01960","LF20140319","GrandCanyon","CRLeesFerry",-3.50,"RB","03/19/2014",,"US",1,0,0,"MuehlbauerJ",,,,0,,,
"S01961","LF20140319","GrandCanyon","CRLeesFerry",-3.50,"RB","03/19/2014",,"DS",1,0,0,"MuehlbauerJ",,,,0,,,
"S01962","LF20140319","GrandCanyon","CRLeesFerry",-3.50,"RB","03/19/2014",,"Land",1,0,0,"MuehlbauerJ",,,,0,,,
"S01963","LF20140319","GrandCanyon","CRLeesFerry",-3.50,"RB","03/19/2014",,"Water",1,0,0,"MuehlbauerJ",,,,0,,,
"S01964","LF20140319","GrandCanyon","CRLeesFerry",-3.50,"LB","03/19/2014",,"US",1,0,0,"MuehlbauerJ",,,,0,,,
"S01965","LF20140319","GrandCanyon","CRLeesFerry",-3.50,"LB","03/19/2014",,"DS",1,0,0,"MuehlbauerJ",,,,0,,,
"S01966","LF20140319","GrandCanyon","CRLeesFerry",-3.50,"LB","03/19/2014",,"Land",1,0,0,"MuehlbauerJ",,,,0,,,
"S01967","LF20140319","GrandCanyon","CRLeesFerry",-3.50,"LB","03/19/2014",,"Water",1,0,0,"MuehlbauerJ",,,,0,,,
"S01968","LF20140319","GrandCanyon","CRLeesFerry",-2.10,"RB","03/19/2014",,"US",1,0,0,"MuehlbauerJ",,,,0,,,
"S01969","LF20140319","GrandCanyon","CRLeesFerry",-2.10,"RB","03/19/2014",,"DS",1,0,0,"MuehlbauerJ",,,,0,,,
"S01970","LF20140319","GrandCanyon","CRLeesFerry",-2.10,"RB","03/19/2014",,"Land",1,0,0,"MuehlbauerJ",,,,0,,,
"S01971","LF20140319","GrandCanyon","CRLeesFerry",-2.10,"RB","03/19/2014",,"Water",1,0,0,"MuehlbauerJ",,,,0,,,
"S01972","LF20140319","GrandCanyon","CRLeesFerry",-2.10,"LB","03/19/2014",,"US",1,0,0,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's insecticide experiment. Un-sprayed control."
"S01973","LF20140319","GrandCanyon","CRLeesFerry",-2.10,"LB","03/19/2014",,"DS",1,0,0,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's insecticide experiment. Un-sprayed control."
"S01974","LF20140319","GrandCanyon","CRLeesFerry",-2.10,"LB","03/19/2014",,"Land",1,0,0,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's insecticide experiment. Un-sprayed control."
"S01975","LF20140319","GrandCanyon","CRLeesFerry",-2.10,"LB","03/19/2014",,"Water",1,0,0,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's insecticide experiment. Un-sprayed control."
"S01976","LF20140319","GrandCanyon","CRLeesFerry",-2.10,"LB","03/19/2014",,"US",1,1,1,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's insecticide experiment. Permethrin insecticide-sprayed treatment."
"S01977","LF20140319","GrandCanyon","CRLeesFerry",-2.10,"LB","03/19/2014",,"DS",1,1,1,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's insecticide experiment. Permethrin insecticide-sprayed treatment."
"S01978","LF20140319","GrandCanyon","CRLeesFerry",-2.10,"LB","03/19/2014",,"Land",1,1,1,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's insecticide experiment. Permethrin insecticide-sprayed treatment."
"S01979","LF20140319","GrandCanyon","CRLeesFerry",-2.10,"LB","03/19/2014",,"Water",1,1,1,"MuehlbauerJ","SmithJ",,,0,,,"Josh Smith's insecticide experiment. Permethrin insecticide-sprayed treatment."
"S01980","LF20140319","GrandCanyon","CRLeesFerry",-1.00,"RB","03/19/2014",,"US",1,0,0,"MuehlbauerJ",,,,0,,,
"S01981","LF20140319","GrandCanyon","CRLeesFerry",-1.00,"RB","03/19/2014",,"DS",1,0,0,"MuehlbauerJ",,,,0,,,
"S01982","LF20140319","GrandCanyon","CRLeesFerry",-1.00,"RB","03/19/2014",,"Land",1,0,0,"MuehlbauerJ",,,,0,,,
"S01983","LF20140319","GrandCanyon","CRLeesFerry",-1.00,"RB","03/19/2014",,"Water",1,0,0,"MuehlbauerJ",,,,0,,,
"S01984","LF20140319","GrandCanyon","CRLeesFerry",-1.00,"LB","03/19/2014",,"US",1,0,0,"MuehlbauerJ",,,,0,,,
"S01985","LF20140319","GrandCanyon","CRLeesFerry",-1.00,"LB","03/19/2014",,"DS",1,0,0,"MuehlbauerJ",,,,0,,,
"S01986","LF20140319","GrandCanyon","CRLeesFerry",-1.00,"LB","03/19/2014",,"Land",1,0,0,"MuehlbauerJ",,,,0,,,
"S01987","LF20140319","GrandCanyon","CRLeesFerry",-1.00,"LB","03/19/2014",,"Water",1,0,0,"MuehlbauerJ",,,,0,,,
"S01988","LF20140319","GrandCanyon","CRLeesFerry",0.00,"RB","03/19/2014",,"US",1,0,0,"MuehlbauerJ",,,,0,,,
"S01989","LF20140319","GrandCanyon","CRLeesFerry",0.00,"RB","03/19/2014",,"DS",1,0,0,"MuehlbauerJ",,,,0,,,
"S01990","LF20140319","GrandCanyon","CRLeesFerry",0.00,"RB","03/19/2014",,"Land",1,0,0,"MuehlbauerJ",,,,0,,,
"S01991","LF20140319","GrandCanyon","CRLeesFerry",0.00,"RB","03/19/2014",,"Water",1,0,0,"MuehlbauerJ",,,,0,,,
"S01992","LF20140319","GrandCanyon","CRLeesFerry",0.00,"LB","03/19/2014",,"US",1,0,0,"MuehlbauerJ",,,,0,,,
"S01993","LF20140319","GrandCanyon","CRLeesFerry",0.00,"LB","03/19/2014",,"DS",1,0,0,"MuehlbauerJ",,,,0,,,
"S01994","LF20140319","GrandCanyon","CRLeesFerry",0.00,"LB","03/19/2014",,"Land",1,0,0,"MuehlbauerJ",,,,0,,,
"S01995","LF20140319","GrandCanyon","CRLeesFerry",0.00,"LB","03/19/2014",,"Water",1,0,0,"MuehlbauerJ",,,,0,,,
"S01996","LF20140319","GrandCanyon","CRGrandCanyon",0.90,"RB","03/19/2014",,"US",1,1,0,"MuehlbauerJ",,,,0,,,"Oriented to tributary?"
"S01997","LF20140319","GrandCanyon","CRGrandCanyon",0.90,"RB","03/19/2014",,"DS",1,1,0,"MuehlbauerJ",,,,0,,,"Oriented to tributary?"
"S01998","LF20140319","GrandCanyon","CRGrandCanyon",0.90,"RB","03/19/2014",,"Land",1,1,0,"MuehlbauerJ",,,,0,,,"Oriented to tributary?"
"S01999","LF20140319","GrandCanyon","CRGrandCanyon",0.90,"RB","03/19/2014",,"Water",1,1,0,"MuehlbauerJ",,,,0,,,"Oriented to tributary?"
"S02000","LF20140319","GrandCanyon","CRGrandCanyon",0.80,"RB","03/19/2014",,"US",1,1,0,"MuehlbauerJ",,,,0,,,"Oriented to tributary?"
"S02001","LF20140319","GrandCanyon","CRGrandCanyon",0.80,"RB","03/19/2014",,"DS",1,1,0,"MuehlbauerJ",,,,0,,,"Oriented to tributary?"
"S02002","LF20140319","GrandCanyon","CRGrandCanyon",0.80,"RB","03/19/2014",,"Land",1,1,0,"MuehlbauerJ",,,,0,,,"Oriented to tributary?"
"S02003","LF20140319","GrandCanyon","CRGrandCanyon",0.80,"RB","03/19/2014",,"Water",1,1,0,"MuehlbauerJ",,,,0,,,"Oriented to tributary?"
"S02004","GC20140403","GrandCanyon","CRLeesFerry",-3.40,"RB","04/03/2014",,"US",1,0,0,"CoppA",,,,0,,,
"S02005","GC20140403","GrandCanyon","CRLeesFerry",-3.40,"RB","04/03/2014",,"DS",1,1,0,"CoppA",,,,0,,,"Sandy."
"S02006","GC20140403","GrandCanyon","CRLeesFerry",-3.40,"RB","04/03/2014",,"Land",1,1,0,"CoppA",,,,0,,,"Sandy."
"S02007","GC20140403","GrandCanyon","CRLeesFerry",-3.40,"RB","04/03/2014",,"Water",1,0,0,"CoppA",,,,0,,,
"S02008","GC20140403","GrandCanyon","CRLeesFerry",-3.35,"RB","04/03/2014",,"US",1,0,0,"CoppA",,,,0,,,
"S02009","GC20140403","GrandCanyon","CRLeesFerry",-3.35,"RB","04/03/2014",,"DS",1,1,0,"CoppA",,,,0,,,"Sandy."
"S02010","GC20140403","GrandCanyon","CRLeesFerry",-3.35,"RB","04/03/2014",,"Land",1,0,0,"CoppA",,,,0,,,
"S02011","GC20140403","GrandCanyon","CRLeesFerry",-3.35,"RB","04/03/2014",,"Water",1,0,0,"CoppA",,,,0,,,
"S02012","GC20140403","GrandCanyon","CRGrandCanyon",19.60,"RB","04/04/2014",,"US",1,1,0,"CoppA",,,,0,,,"Sandy."
"S02013","GC20140403","GrandCanyon","CRGrandCanyon",19.60,"RB","04/04/2014",,"DS",1,1,0,"CoppA",,,,0,,,"Sandy."
"S02014","GC20140403","GrandCanyon","CRGrandCanyon",19.60,"RB","04/04/2014",,"Land",1,1,0,"CoppA",,,,0,,,"Sandy."
"S02015","GC20140403","GrandCanyon","CRGrandCanyon",19.60,"RB","04/04/2014",,"Water",1,1,0,"CoppA",,,,0,,,"Sandy."
"S02016","GC20140403","GrandCanyon","CRGrandCanyon",19.65,"RB","04/04/2014",,"US",1,1,0,"CoppA",,,,0,,,"Sandy."
"S02017","GC20140403","GrandCanyon","CRGrandCanyon",19.65,"RB","04/04/2014",,"DS",1,1,0,"CoppA",,,,0,,,"Sandy."
"S02018","GC20140403","GrandCanyon","CRGrandCanyon",19.65,"RB","04/04/2014",,"Land",1,1,0,"CoppA",,,,0,,,"Sandy."
"S02019","GC20140403","GrandCanyon","CRGrandCanyon",19.65,"RB","04/04/2014",,"Water",1,1,0,"CoppA",,,,0,,,"Sandy."
"S02020","GC20140403","GrandCanyon","CRGrandCanyon",39.25,"RB","04/07/2014",,"US",1,0,0,"CoppA",,,,0,,,
"S02021","GC20140403","GrandCanyon","CRGrandCanyon",39.25,"RB","04/07/2014",,"DS",1,0,0,"CoppA",,,,0,,,
"S02022","GC20140403","GrandCanyon","CRGrandCanyon",39.25,"RB","04/07/2014",,"Land",1,0,0,"CoppA",,,,0,,,
"S02023","GC20140403","GrandCanyon","CRGrandCanyon",39.25,"RB","04/07/2014",,"Water",1,0,0,"CoppA",,,,0,,,
"S02024","GC20140403","GrandCanyon","CRGrandCanyon",39.30,"RB","04/07/2014",,"US",1,1,0,"CoppA",,,,0,,,"Sandy."
"S02025","GC20140403","GrandCanyon","CRGrandCanyon",39.30,"RB","04/07/2014",,"DS",1,0,0,"CoppA",,,,0,,,
"S02026","GC20140403","GrandCanyon","CRGrandCanyon",39.30,"RB","04/07/2014",,"Land",1,0,0,"CoppA",,,,0,,,
"S02027","GC20140403","GrandCanyon","CRGrandCanyon",39.30,"RB","04/07/2014",,"Water",1,1,0,"CoppA",,,,0,,,"Sandy."
"S02028","GC20140403","GrandCanyon","CRGrandCanyon",61.34,"RB","04/09/2014",,"US",1,0,0,"CoppA",,,,0,,,
"S02029","GC20140403","GrandCanyon","CRGrandCanyon",61.34,"RB","04/09/2014",,"DS",1,1,1,"CoppA",,,,0,,,"Dish broke, sandy."
"S02030","GC20140403","GrandCanyon","CRGrandCanyon",61.34,"RB","04/09/2014",,"Land",1,0,0,"CoppA",,,,0,,,
"S02031","GC20140403","GrandCanyon","CRGrandCanyon",61.34,"RB","04/09/2014",,"Water",1,0,0,"CoppA",,,,0,,,
"S02032","GC20140403","GrandCanyon","CRGrandCanyon",61.35,"RB","04/09/2014",,"US",1,1,0,"CoppA",,,,0,,,"Sandy."
"S02033","GC20140403","GrandCanyon","CRGrandCanyon",61.35,"RB","04/09/2014",,"DS",1,0,0,"CoppA",,,,0,,,
"S02034","GC20140403","GrandCanyon","CRGrandCanyon",61.35,"RB","04/09/2014",,"Land",1,0,0,"CoppA",,,,0,,,
"S02035","GC20140403","GrandCanyon","CRGrandCanyon",61.35,"RB","04/09/2014",,"Water",1,0,0,"CoppA",,,,0,,,
"S02036","GC20140403","GrandCanyon","CRGrandCanyon",63.66,"RB","04/16/2014",,"US",1,1,0,"CoppA",,,,0,,,"Sandy."
"S02037","GC20140403","GrandCanyon","CRGrandCanyon",63.66,"RB","04/16/2014",,"DS",1,1,0,"CoppA",,,,0,,,"Sandy."
"S02038","GC20140403","GrandCanyon","CRGrandCanyon",63.66,"RB","04/16/2014",,"Land",1,1,0,"CoppA",,,,0,,,"Sandy."
"S02039","GC20140403","GrandCanyon","CRGrandCanyon",63.66,"RB","04/16/2014",,"Water",1,1,0,"CoppA",,,,0,,,"Sandy."
"S02040","GC20140403","GrandCanyon","CRGrandCanyon",63.70,"RB","04/16/2014",,"US",1,0,0,"CoppA",,,,0,,,
"S02041","GC20140403","GrandCanyon","CRGrandCanyon",63.70,"RB","04/16/2014",,"DS",1,1,0,"CoppA",,,,0,,,"Sandy."
"S02042","GC20140403","GrandCanyon","CRGrandCanyon",63.70,"RB","04/16/2014",,"Land",1,1,0,"CoppA",,,,0,,,"Sandy."
"S02043","GC20140403","GrandCanyon","CRGrandCanyon",63.70,"RB","04/16/2014",,"Water",1,1,0,"CoppA",,,,0,,,"Sandy."
"S02044","GC20140403","GrandCanyon","CRGrandCanyon",63.66,"RB","04/17/2014",,"US",1,1,0,"CoppA",,,,0,,,"Sandy."
"S02045","GC20140403","GrandCanyon","CRGrandCanyon",63.66,"RB","04/17/2014",,"DS",1,1,0,"CoppA",,,,0,,,"Sandy."
"S02046","GC20140403","GrandCanyon","CRGrandCanyon",63.66,"RB","04/17/2014",,"Land",1,1,0,"CoppA",,,,0,,,"Sandy."
"S02047","GC20140403","GrandCanyon","CRGrandCanyon",63.66,"RB","04/17/2014",,"Water",1,1,0,"CoppA",,,,0,,,"Sandy."
"S02048","GC20140403","GrandCanyon","CRGrandCanyon",63.70,"RB","04/17/2014",,"US",1,1,0,"CoppA",,,,0,,,"Sandy."
"S02049","GC20140403","GrandCanyon","CRGrandCanyon",63.70,"RB","04/17/2014",,"DS",1,1,0,"CoppA",,,,0,,,"Sandy."
"S02050","GC20140403","GrandCanyon","CRGrandCanyon",63.70,"RB","04/17/2014",,"Land",1,0,0,"CoppA",,,,0,,,
"S02051","GC20140403","GrandCanyon","CRGrandCanyon",63.70,"RB","04/17/2014",,"Water",1,1,0,"CoppA",,,,0,,,"Sandy."
"S02052","OC20140408","LowerBasin","Oak",1000.00,"LB","04/08/2014",,"US",1,1,1,,"SmithJ",,,0,,,"Josh Smith's insecticide experiment. Permethrin insecticide-sprayed treatment. Replicate set 1.""River mile"" is actually meters downstream of bridge at base of Hwy 89 switchbacks, and is approximate. ""River mile"" is actually meters downstream of bridge at"
"S02053","OC20140408","LowerBasin","Oak",1000.00,"LB","04/08/2014",,"DS",1,1,1,,"SmithJ",,,0,,,"Josh Smith's insecticide experiment. Permethrin insecticide-sprayed treatment. Replicate set 1.""River mile"" is actually meters downstream of bridge at base of Hwy 89 switchbacks, and is approximate. ""River mile"" is actually meters downstream of bridge at"
"S02054","OC20140408","LowerBasin","Oak",1000.00,"LB","04/08/2014",,"Land",1,1,1,,"SmithJ",,,0,,,"Josh Smith's insecticide experiment. Permethrin insecticide-sprayed treatment. Replicate set 1.""River mile"" is actually meters downstream of bridge at base of Hwy 89 switchbacks, and is approximate. ""River mile"" is actually meters downstream of bridge at"
"S02055","OC20140408","LowerBasin","Oak",1000.00,"LB","04/08/2014",,"Water",1,1,1,,"SmithJ",,,0,,,"Josh Smith's insecticide experiment. Permethrin insecticide-sprayed treatment. Replicate set 1.""River mile"" is actually meters downstream of bridge at base of Hwy 89 switchbacks, and is approximate. ""River mile"" is actually meters downstream of bridge at"
"S02056","OC20140408","LowerBasin","Oak",1000.00,"RB","04/08/2014",,"Water",1,0,0,,"SmithJ",,,0,,,"Josh Smith's insecticide experiment. Un-sprayed control. Replicate set 1.""River mile"" is actually meters downstream of bridge at base of Hwy 89 switchbacks, and is approximate. ""River mile"" is actually meters downstream of bridge at base of Hwy 89 switchb"
"S02057","OC20140408","LowerBasin","Oak",1000.00,"RB","04/08/2014",,"Land",1,0,0,,"SmithJ",,,0,,,"Josh Smith's insecticide experiment. Un-sprayed control. Replicate set 1.""River mile"" is actually meters downstream of bridge at base of Hwy 89 switchbacks, and is approximate. ""River mile"" is actually meters downstream of bridge at base of Hwy 89 switchb"
