SpecimenID,SampleID,SpeciesID,CPartPicked,CPartTotal,Cpt5,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,CExtra,FPartPicked,FPartTotal,Fpt5,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,FExtra,Notes,Reference,Timestamp,CSubsample,FSubsample
1362,829,NEMA,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1363,829,CHIL,1,1,0,0,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,6.13,33.73,36.8,15.33,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1364,829,INSM,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1365,830,OLIG,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1366,830,MITE,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1367,830,SIML,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1368,830,ELML,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1369,830,CHIL,1,1,0,0,0,4,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,19.33,38.67,23.2,27.07,7.73,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1370,830,INSM,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1371,831,OLIG,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,4,0,1,8,8,4,1,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1372,831,MITE,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1373,831,GAMM,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1374,831,ELML,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1375,831,HYDL,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1376,831,CHIL,1,1,0,0,2,5,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,4,0,0,28.03,25.48,17.84,5.1,2.55,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1377,872,OLIG,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,400,,45,129,19,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1378,872,NZMS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1379,872,GAMM,1,1,,,,7,11,8,4,1,,3,,,1,,,,,,,,,,,,,,,,,,,,2,4,,,11,7,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1380,872,SIML,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,1,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1381,872,OSTR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,2,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1382,872,PLAN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,1,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1383,872,NEMA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,1,2,1,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1384,872,HYDR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,1,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1385,872,HYDL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,4,6,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1386,872,CHIL,1,1,,,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,2,15,15,14,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1387,872,COPE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,22,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1388,872,TARD,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1389,873,OLIG,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,500,9,70,42,14,5,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1390,873,NZMS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,500,5,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1391,873,MITE,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1392,873,GAMM,1,1,,,,3,8,1,2,2,1,2,,2,,,,,,,,,,,,,,,,,,,,,1,2,,2,2,3,3,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1393,873,SIML,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,1,1,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1394,873,OSTR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1395,873,NEMA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,28,6,21,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1396,873,ELML,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,4,1,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1397,873,CHIL,1,1,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,13,10,14,3,3,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1398,873,DAPH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1399,873,INSM,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1400,873,CHIP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,1,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1401,873,COPE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,14,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1402,874,OLIG,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,9,11,19,1,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1403,874,NZMS,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1404,874,MITE,1,1,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,7,4,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1405,874,SIML,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,1,1,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1406,874,PLAN,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1407,874,NEMA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,13,7,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1408,874,RHYL,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1409,874,CHIL,1,1,,3,24,24,12,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,3,45,42,3,3,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1410,874,INSM,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1411,874,CHIP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,1,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1412,874,COPE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,13,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1413,874,EMPL,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1414,875,OLIG,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,400,,23,36,7,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1415,875,NZMS,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,35,400,2,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1416,875,MITE,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,400,1,4,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1417,875,SIML,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,35,400,,,1,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1418,875,PLAN,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,35,400,,,,1,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1419,875,HYDL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,400,,1,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1420,875,CHIL,1,1,,4,20,7,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,35,400,,9,30,26,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1421,875,INSM,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1422,875,COPE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,400,5,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1423,875,EMPL,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1424,876,OLIG,1,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,25,500,4,18,29,0,4,0,0,2,2,2,,,,,,,,,FALSE,,FALSE,FALSE
1425,876,MITE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,4,3,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1426,876,GAMM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,,,,,,1,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1427,876,NEMA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,2,1,2,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1428,876,CHIL,1,1,,,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,18,22,20,2,2,2,,,,,,,,,,,,FALSE,,FALSE,FALSE
1429,876,INSM,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1430,876,CHIP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,4,1,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1431,876,COPE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,2,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1432,876,CERL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,3,10,3,1,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1433,877,OLIG,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,500,,5,4,1,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1434,877,MITE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,500,,1,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1435,877,SIML,1,1,,,2,2,9,11,9,29,5,,,,,,,,,,,,,,,,,,,,,,,,50,500,,7,3,3,1,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1436,877,RHYL,1,1,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1437,877,CHIL,1,1,,2,12,23,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,50,500,2,24,30,4,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1438,877,EMPL,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1439,878,OLIG,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,500,7,9,3,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1440,878,MITE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,500,4,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1441,878,SIML,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1442,878,NEMA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,500,,,1,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1443,878,CHIL,1,1,1,3,10,7,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,150,500,7,34,38,14,10,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1444,878,INSM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,500,,,2,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1445,878,COPE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,500,1,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1446,879,OLIG,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,500,7,16,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Originally ID'd as Annelida.,FALSE,6/18/2018,FALSE,FALSE
1447,879,NZMS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,500,1,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1448,879,MITE,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,1,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1449,879,GAMM,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1450,879,SIML,1,1,,,4,8,8,29,13,29,34,,,,,,,,,,,,,,,,,,,,,,,,1,10,,4,7,6,2,1,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1452,879,NEMA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,2,1,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1453,879,ELML,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,1,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1454,879,RHYL,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1455,879,CHIL,1,1,,,38,50,21,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,5,18,31,18,3,3,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1456,879,INSM,1,1,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1457,879,CHIP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,1,1,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1458,879,CERL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,4,4,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1459,880,OLIG,1,1,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,25,500,3,10,9,3,2,1,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1460,880,NZMS,1,1,,,1,1,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,25,500,5,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1461,880,MITE,1,1,16,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,500,18,10,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1462,880,GAMM,1,1,,,,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1463,880,SIML,1,1,,,,1,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,25,500,1,2,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1464,880,PLAN,1,1,,,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1465,880,NEMA,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,500,,10,11,3,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1466,880,ELML,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,500,,1,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1467,880,HYDL,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1468,880,RHYL,1,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1469,880,CHIL,1,1,,,9,32,32,60,5,,,,,,,,,,,,,,,,,,,,,,,,,,25,500,,25,23,16,2,2,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1470,880,INSM,1,1,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1471,880,COPE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,500,9,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1472,881,OLIG,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,400,,8,22,20,10,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1473,881,NZMS,1,1,,,1,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,50,400,1,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1474,881,MITE,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,400,1,9,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1475,881,GAMM,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1476,881,SIML,1,1,,,,13,31,27,27,18,18,,,,,,,,,,,,,,,,,,,,,,,,50,400,,2,8,6,2,2,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1477,881,PLAN,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,50,400,,,,1,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1478,881,NEMA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,400,,1,8,2,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1479,881,RHYL,1,1,,,,,,,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1480,881,CHIL,1,1,,,4,15,13,10,13,4,2,2,,,,,,,,,,,,,,,,,,,,,,,50,400,,6,69,16,3,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1481,881,INSM,1,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1482,881,COPE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,400,3,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1483,904,NZMS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1484,905,NEMA,1,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,FALSE,6/28/2018,FALSE,FALSE
1486,905,CHIL,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1487,909,CHIL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1488,910,NZMS,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1489,910,SIML,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1490,910,CHIL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1491,911,CHIL,1,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1492,912,NZMS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1493,912,CHIL,1,1,0,0,0,3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,3,6,8,3,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1494,913,CHIL,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1495,913,INSM,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1496,914,OLIG,1,1,0,0,0,0,1,0,1,0,1,2,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1497,914,CHIL,1,1,0,0,0,1,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,1.5,4.5,30,9,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1498,915,NZMS,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1499,915,HYDR,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1500,915,CHIL,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1501,915,INSM,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1502,916,OLIG,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1503,916,CHIL,1,1,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
1504,927,NZMS,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
1505,927,GAMM,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
